id,student_id,date,status,consecutive_absences
111,3,2026-01-02,present,0
112,3,2026-01-05,present,0
113,3,2026-01-06,late,0
114,3,2026-01-07,present,0
115,3,2026-01-08,present,0
116,3,2026-01-09,present,0
117,3,2026-01-12,present,0
118,3,2026-01-13,absent,1
119,3,2026-01-14,late,0
120,3,2026-01-15,present,0
121,3,2026-01-16,absent,1
122,3,2026-01-19,late,0
123,3,2026-01-20,absent,1
124,3,2026-01-21,present,0
125,3,2026-01-22,present,0
126,3,2026-01-23,absent,1
127,3,2026-01-26,present,0
128,3,2026-01-27,present,0
129,3,2026-01-28,present,0
130,4,2025-12-01,present,0
131,4,2025-12-02,present,0
132,4,2025-12-03,present,0
133,4,2025-12-04,present,0
134,4,2025-12-05,present,0
135,4,2025-12-08,present,0
136,4,2025-12-09,present,0
137,4,2025-12-10,present,0
138,4,2025-12-11,present,0
139,4,2025-12-12,present,0
140,4,2025-12-15,present,0
141,4,2025-12-16,present,0
142,4,2025-12-17,present,0
143,4,2025-12-18,present,0
144,4,2025-12-19,present,0
145,4,2025-12-22,present,0
146,4,2025-12-23,present,0
147,4,2025-12-24,present,0
148,4,2025-12-25,present,0
149,4,2025-12-26,present,0
150,4,2025-12-29,present,0
151,4,2025-12-30,present,0
152,4,2025-12-31,present,0
153,4,2026-01-01,present,0
154,4,2026-01-02,present,0
155,4,2026-01-05,present,0
156,4,2026-01-06,present,0
157,4,2026-01-07,present,0
158,4,2026-01-08,present,0
159,4,2026-01-09,present,0
160,4,2026-01-12,present,0
161,4,2026-01-13,present,0
162,4,2026-01-14,present,0
163,4,2026-01-15,present,0
164,4,2026-01-16,present,0
165,4,2026-01-19,present,0
166,4,2026-01-20,present,0
167,4,2026-01-21,present,0
168,4,2026-01-22,present,0
169,4,2026-01-23,present,0
170,4,2026-01-26,present,0
171,4,2026-01-27,present,0
172,4,2026-01-28,present,0
173,5,2025-12-01,present,0
174,5,2025-12-02,present,0
175,5,2025-12-03,present,0
176,5,2025-12-04,present,0
177,5,2025-12-05,present,0
178,5,2025-12-08,late,0
179,5,2025-12-09,present,0
180,5,2025-12-10,present,0
181,5,2025-12-11,present,0
182,5,2025-12-12,late,0
183,5,2025-12-15,present,0
184,5,2025-12-16,present,0
185,5,2025-12-17,present,0
186,5,2025-12-18,present,0
187,5,2025-12-19,present,0
188,5,2025-12-22,present,0
189,5,2025-12-23,present,0
190,5,2025-12-24,present,0
191,5,2025-12-25,present,0
192,5,2025-12-26,present,0
193,5,2025-12-29,late,0
194,5,2025-12-30,present,0
195,5,2025-12-31,present,0
196,5,2026-01-01,present,0
197,5,2026-01-02,present,0
198,5,2026-01-05,present,0
199,5,2026-01-06,present,0
200,5,2026-01-07,present,0
201,5,2026-01-08,present,0
202,5,2026-01-09,present,0
203,5,2026-01-12,present,0
204,5,2026-01-13,present,0
205,5,2026-01-14,present,0
206,5,2026-01-15,present,0
207,5,2026-01-16,present,0
208,5,2026-01-19,present,0
209,5,2026-01-20,present,0
210,5,2026-01-21,present,0
211,5,2026-01-22,present,0
212,5,2026-01-23,present,0
213,5,2026-01-26,present,0
214,5,2026-01-27,present,0
215,5,2026-01-28,present,0
216,6,2025-12-01,present,0
217,6,2025-12-02,present,0
218,6,2025-12-03,present,0
219,6,2025-12-04,present,0
220,6,2025-12-05,present,0
221,6,2025-12-08,present,0
222,6,2025-12-09,present,0
223,6,2025-12-10,present,0
224,6,2025-12-11,present,0
225,6,2025-12-12,present,0
226,6,2025-12-15,present,0
227,6,2025-12-16,present,0
228,6,2025-12-17,present,0
229,6,2025-12-18,present,0
230,6,2025-12-19,present,0
231,6,2025-12-22,present,0
232,6,2025-12-23,present,0
233,6,2025-12-24,late,0
234,6,2025-12-25,present,0
235,6,2025-12-26,present,0
236,6,2025-12-29,present,0
237,6,2025-12-30,present,0
238,6,2025-12-31,present,0
239,6,2026-01-01,present,0
240,6,2026-01-02,present,0
241,6,2026-01-05,present,0
242,6,2026-01-06,present,0
243,6,2026-01-07,present,0
244,6,2026-01-08,present,0
245,6,2026-01-09,present,0
246,6,2026-01-12,present,0
247,6,2026-01-13,present,0
248,6,2026-01-14,present,0
249,6,2026-01-15,present,0
250,6,2026-01-16,present,0
251,6,2026-01-19,present,0
252,6,2026-01-20,present,0
253,6,2026-01-21,present,0
254,6,2026-01-22,present,0
255,6,2026-01-23,present,0
256,6,2026-01-26,present,0
257,6,2026-01-27,present,0
258,6,2026-01-28,present,0
259,7,2025-12-01,absent,1
260,7,2025-12-02,present,0
261,7,2025-12-03,present,0
262,7,2025-12-04,present,0
263,7,2025-12-05,present,0
264,7,2025-12-08,absent,1
265,7,2025-12-09,present,0
266,7,2025-12-10,present,0
267,7,2025-12-11,present,0
268,7,2025-12-12,late,0
269,7,2025-12-15,absent,1
270,7,2025-12-16,absent,2
271,7,2025-12-17,present,0
272,7,2025-12-18,absent,1
273,7,2025-12-19,present,0
274,7,2025-12-22,present,0
275,7,2025-12-23,absent,1
276,7,2025-12-24,present,0
277,7,2025-12-25,present,0
278,7,2025-12-26,present,0
279,7,2025-12-29,present,0
280,7,2025-12-30,present,0
281,7,2025-12-31,absent,1
282,7,2026-01-01,present,0
283,7,2026-01-02,present,0
284,7,2026-01-05,present,0
285,7,2026-01-06,absent,1
286,7,2026-01-07,late,0
287,7,2026-01-08,present,0
288,7,2026-01-09,present,0
289,7,2026-01-12,present,0
290,7,2026-01-13,present,0
291,7,2026-01-14,present,0
292,7,2026-01-15,absent,1
293,7,2026-01-16,present,0
294,7,2026-01-19,absent,1
295,7,2026-01-20,absent,2
296,7,2026-01-21,present,0
297,7,2026-01-22,present,0
298,7,2026-01-23,present,0
299,7,2026-01-26,present,0
300,7,2026-01-27,absent,1
301,7,2026-01-28,present,0
302,8,2025-12-01,present,0
303,8,2025-12-02,absent,1
304,8,2025-12-03,present,0
305,8,2025-12-04,present,0
306,8,2025-12-05,absent,1
307,8,2025-12-08,present,0
308,8,2025-12-09,absent,1
309,8,2025-12-10,present,0
310,8,2025-12-11,absent,1
311,8,2025-12-12,present,0
312,8,2025-12-15,present,0
313,8,2025-12-16,present,0
314,8,2025-12-17,absent,1
315,8,2025-12-18,present,0
316,8,2025-12-19,present,0
317,8,2025-12-22,absent,1
318,8,2025-12-23,present,0
319,8,2025-12-24,absent,1
320,8,2025-12-25,present,0
321,8,2025-12-26,present,0
322,8,2025-12-29,present,0
323,8,2025-12-30,present,0
324,8,2025-12-31,absent,1
325,8,2026-01-01,absent,2
326,8,2026-01-02,present,0
327,8,2026-01-05,present,0
328,8,2026-01-06,present,0
329,8,2026-01-07,present,0
330,8,2026-01-08,absent,1
331,8,2026-01-09,present,0
332,8,2026-01-12,present,0
333,8,2026-01-13,absent,1
334,8,2026-01-14,late,0
335,8,2026-01-15,present,0
336,8,2026-01-16,present,0
337,8,2026-01-19,present,0
338,8,2026-01-20,present,0
339,8,2026-01-21,absent,1
340,8,2026-01-22,present,0
341,8,2026-01-23,present,0
342,8,2026-01-26,present,0
343,8,2026-01-27,present,0
344,8,2026-01-28,absent,1
345,9,2025-12-01,present,0
346,9,2025-12-02,present,0
347,9,2025-12-03,present,0
348,9,2025-12-04,present,0
349,9,2025-12-05,present,0
350,9,2025-12-08,present,0
351,9,2025-12-09,present,0
352,9,2025-12-10,present,0
353,9,2025-12-11,present,0
354,9,2025-12-12,present,0
355,9,2025-12-15,present,0
356,9,2025-12-16,present,0
357,9,2025-12-17,present,0
358,9,2025-12-18,present,0
359,9,2025-12-19,present,0
360,9,2025-12-22,present,0
361,9,2025-12-23,present,0
362,9,2025-12-24,present,0
363,9,2025-12-25,present,0
364,9,2025-12-26,present,0
365,9,2025-12-29,present,0
366,9,2025-12-30,present,0
367,9,2025-12-31,present,0
368,9,2026-01-01,present,0
369,9,2026-01-02,present,0
370,9,2026-01-05,present,0
371,9,2026-01-06,present,0
372,9,2026-01-07,present,0
373,9,2026-01-08,present,0
374,9,2026-01-09,present,0
375,9,2026-01-12,late,0
376,9,2026-01-13,present,0
377,9,2026-01-14,present,0
378,9,2026-01-15,present,0
379,9,2026-01-16,present,0
380,9,2026-01-19,late,0
381,9,2026-01-20,present,0
382,9,2026-01-21,present,0
383,9,2026-01-22,present,0
384,9,2026-01-23,present,0
385,9,2026-01-26,present,0
386,9,2026-01-27,present,0
387,9,2026-01-28,present,0
388,10,2025-12-01,present,0
389,10,2025-12-02,present,0
390,10,2025-12-03,present,0
391,10,2025-12-04,late,0
392,10,2025-12-05,late,0
393,10,2025-12-08,present,0
394,10,2025-12-09,present,0
395,10,2025-12-10,present,0
396,10,2025-12-11,present,0
397,10,2025-12-12,present,0
398,10,2025-12-15,present,0
399,10,2025-12-16,present,0
400,10,2025-12-17,present,0
401,10,2025-12-18,present,0
402,10,2025-12-19,present,0
403,10,2025-12-22,present,0
404,10,2025-12-23,present,0
405,10,2025-12-24,present,0
406,10,2025-12-25,present,0
407,10,2025-12-26,present,0
408,10,2025-12-29,present,0
409,10,2025-12-30,present,0
410,10,2025-12-31,present,0
411,10,2026-01-01,present,0
412,10,2026-01-02,present,0
413,10,2026-01-05,present,0
414,10,2026-01-06,present,0
415,10,2026-01-07,present,0
416,10,2026-01-08,present,0
417,10,2026-01-09,present,0
418,10,2026-01-12,present,0
419,10,2026-01-13,present,0
420,10,2026-01-14,present,0
421,10,2026-01-15,present,0
422,10,2026-01-16,present,0
423,10,2026-01-19,present,0
424,10,2026-01-20,late,0
425,10,2026-01-21,present,0
426,10,2026-01-22,present,0
427,10,2026-01-23,present,0
428,10,2026-01-26,present,0
429,10,2026-01-27,late,0
430,10,2026-01-28,present,0
431,11,2025-12-01,late,0
432,11,2025-12-02,present,0
433,11,2025-12-03,present,0
434,11,2025-12-04,present,0
435,11,2025-12-05,present,0
436,11,2025-12-08,late,0
437,11,2025-12-09,present,0
438,11,2025-12-10,present,0
439,11,2025-12-11,present,0
440,11,2025-12-12,present,0
441,11,2025-12-15,late,0
442,11,2025-12-16,present,0
443,11,2025-12-17,present,0
444,11,2025-12-18,present,0
445,11,2025-12-19,present,0
446,11,2025-12-22,present,0
447,11,2025-12-23,present,0
448,11,2025-12-24,present,0
449,11,2025-12-25,present,0
450,11,2025-12-26,present,0
451,11,2025-12-29,present,0
452,11,2025-12-30,present,0
453,11,2025-12-31,present,0
454,11,2026-01-01,present,0
455,11,2026-01-02,present,0
456,11,2026-01-05,present,0
457,11,2026-01-06,present,0
458,11,2026-01-07,present,0
459,11,2026-01-08,present,0
460,11,2026-01-09,present,0
461,11,2026-01-12,present,0
462,11,2026-01-13,present,0
463,11,2026-01-14,present,0
464,11,2026-01-15,present,0
465,11,2026-01-16,present,0
466,11,2026-01-19,present,0
467,11,2026-01-20,present,0
468,11,2026-01-21,present,0
469,11,2026-01-22,present,0
470,11,2026-01-23,present,0
471,11,2026-01-26,present,0
472,11,2026-01-27,present,0
473,11,2026-01-28,present,0
474,12,2025-12-01,present,0
475,12,2025-12-02,present,0
476,12,2025-12-03,present,0
477,12,2025-12-04,present,0
478,12,2025-12-05,present,0
479,12,2025-12-08,present,0
480,12,2025-12-09,present,0
481,12,2025-12-10,present,0
482,12,2025-12-11,present,0
483,12,2025-12-12,present,0
484,12,2025-12-15,present,0
485,12,2025-12-16,present,0
486,12,2025-12-17,present,0
487,12,2025-12-18,present,0
488,12,2025-12-19,present,0
489,12,2025-12-22,present,0
490,12,2025-12-23,present,0
491,12,2025-12-24,present,0
492,12,2025-12-25,present,0
493,12,2025-12-26,present,0
494,12,2025-12-29,present,0
495,12,2025-12-30,present,0
496,12,2025-12-31,present,0
497,12,2026-01-01,present,0
498,12,2026-01-02,present,0
499,12,2026-01-05,present,0
500,12,2026-01-06,present,0
501,12,2026-01-07,present,0
502,12,2026-01-08,present,0
503,12,2026-01-09,present,0
504,12,2026-01-12,present,0
505,12,2026-01-13,present,0
506,12,2026-01-14,present,0
507,12,2026-01-15,late,0
508,12,2026-01-16,late,0
509,12,2026-01-19,present,0
510,12,2026-01-20,present,0
511,12,2026-01-21,present,0
512,12,2026-01-22,present,0
513,12,2026-01-23,present,0
514,12,2026-01-26,late,0
515,12,2026-01-27,present,0
516,12,2026-01-28,present,0
517,13,2025-12-01,present,0
518,13,2025-12-02,present,0
519,13,2025-12-03,present,0
520,13,2025-12-04,present,0
521,13,2025-12-05,present,0
522,13,2025-12-08,present,0
523,13,2025-12-09,present,0
524,13,2025-12-10,present,0
525,13,2025-12-11,present,0
526,13,2025-12-12,present,0
527,13,2025-12-15,present,0
528,13,2025-12-16,present,0
529,13,2025-12-17,present,0
530,13,2025-12-18,present,0
531,13,2025-12-19,present,0
532,13,2025-12-22,present,0
533,13,2025-12-23,present,0
534,13,2025-12-24,present,0
535,13,2025-12-25,late,0
536,13,2025-12-26,present,0
537,13,2025-12-29,present,0
538,13,2025-12-30,present,0
539,13,2025-12-31,present,0
540,13,2026-01-01,present,0
541,13,2026-01-02,present,0
542,13,2026-01-05,present,0
543,13,2026-01-06,present,0
544,13,2026-01-07,present,0
545,13,2026-01-08,present,0
546,13,2026-01-09,present,0
547,13,2026-01-12,present,0
548,13,2026-01-13,present,0
549,13,2026-01-14,present,0
550,13,2026-01-15,present,0
551,13,2026-01-16,present,0
552,13,2026-01-19,present,0
553,13,2026-01-20,present,0
554,13,2026-01-21,late,0
555,13,2026-01-22,present,0
556,13,2026-01-23,present,0
557,13,2026-01-26,present,0
558,13,2026-01-27,present,0
559,13,2026-01-28,present,0
560,14,2025-12-01,present,0
561,14,2025-12-02,present,0
562,14,2025-12-03,present,0
563,14,2025-12-04,present,0
564,14,2025-12-05,present,0
565,14,2025-12-08,present,0
566,14,2025-12-09,present,0
567,14,2025-12-10,present,0
568,14,2025-12-11,present,0
569,14,2025-12-12,present,0
570,14,2025-12-15,present,0
571,14,2025-12-16,present,0
572,14,2025-12-17,present,0
573,14,2025-12-18,present,0
574,14,2025-12-19,late,0
575,14,2025-12-22,present,0
576,14,2025-12-23,present,0
577,14,2025-12-24,present,0
578,14,2025-12-25,present,0
579,14,2025-12-26,present,0
580,14,2025-12-29,present,0
581,14,2025-12-30,present,0
582,14,2025-12-31,present,0
583,14,2026-01-01,present,0
584,14,2026-01-02,present,0
585,14,2026-01-05,present,0
586,14,2026-01-06,present,0
587,14,2026-01-07,present,0
588,14,2026-01-08,present,0
589,14,2026-01-09,present,0
590,14,2026-01-12,present,0
591,14,2026-01-13,present,0
592,14,2026-01-14,present,0
593,14,2026-01-15,present,0
594,14,2026-01-16,present,0
595,14,2026-01-19,present,0
596,14,2026-01-20,present,0
597,14,2026-01-21,present,0
598,14,2026-01-22,late,0
599,14,2026-01-23,present,0
600,14,2026-01-26,present,0
601,14,2026-01-27,present,0
602,14,2026-01-28,present,0
603,15,2025-12-01,present,0
604,15,2025-12-02,absent,1
605,15,2025-12-03,present,0
606,15,2025-12-04,absent,1
607,15,2025-12-05,absent,2
608,15,2025-12-08,present,0
609,15,2025-12-09,present,0
610,15,2025-12-10,present,0
611,15,2025-12-11,absent,1
612,15,2025-12-12,absent,2
613,15,2025-12-15,present,0
614,15,2025-12-16,present,0
615,15,2025-12-17,absent,1
616,15,2025-12-18,present,0
617,15,2025-12-19,present,0
618,15,2025-12-22,absent,1
619,15,2025-12-23,absent,2
620,15,2025-12-24,present,0
621,15,2025-12-25,absent,1
622,15,2025-12-26,absent,2
623,15,2025-12-29,present,0
624,15,2025-12-30,present,0
625,15,2025-12-31,present,0
626,15,2026-01-01,late,0
627,15,2026-01-02,present,0
628,15,2026-01-05,absent,1
629,15,2026-01-06,present,0
630,15,2026-01-07,late,0
631,15,2026-01-08,absent,1
632,15,2026-01-09,absent,2
633,15,2026-01-12,present,0
634,15,2026-01-13,absent,1
635,15,2026-01-14,absent,2
636,15,2026-01-15,absent,3
637,15,2026-01-16,present,0
638,15,2026-01-19,present,0
639,15,2026-01-20,absent,1
640,15,2026-01-21,present,0
641,15,2026-01-22,present,0
642,15,2026-01-23,present,0
643,15,2026-01-26,absent,1
644,15,2026-01-27,present,0
645,15,2026-01-28,present,0
646,16,2025-12-01,present,0
647,16,2025-12-02,present,0
648,16,2025-12-03,present,0
649,16,2025-12-04,absent,1
650,16,2025-12-05,present,0
651,16,2025-12-08,present,0
652,16,2025-12-09,present,0
653,16,2025-12-10,absent,1
654,16,2025-12-11,present,0
655,16,2025-12-12,present,0
656,16,2025-12-15,late,0
657,16,2025-12-16,absent,1
658,16,2025-12-17,present,0
659,16,2025-12-18,present,0
660,16,2025-12-19,present,0
661,16,2025-12-22,present,0
662,16,2025-12-23,absent,1
663,16,2025-12-24,absent,2
664,16,2025-12-25,present,0
665,16,2025-12-26,absent,1
666,16,2025-12-29,absent,2
667,16,2025-12-30,present,0
668,16,2025-12-31,present,0
669,16,2026-01-01,present,0
670,16,2026-01-02,absent,1
671,16,2026-01-05,absent,2
672,16,2026-01-06,absent,3
673,16,2026-01-07,present,0
674,16,2026-01-08,absent,1
675,16,2026-01-09,absent,2
676,16,2026-01-12,present,0
677,16,2026-01-13,present,0
678,16,2026-01-14,absent,1
679,16,2026-01-15,absent,2
680,16,2026-01-16,present,0
681,16,2026-01-19,present,0
682,16,2026-01-20,absent,1
683,16,2026-01-21,present,0
684,16,2026-01-22,present,0
685,16,2026-01-23,late,0
686,16,2026-01-26,present,0
687,16,2026-01-27,absent,1
688,16,2026-01-28,absent,2
689,17,2025-12-01,present,0
690,17,2025-12-02,present,0
691,17,2025-12-03,present,0
692,17,2025-12-04,present,0
693,17,2025-12-05,present,0
694,17,2025-12-08,present,0
695,17,2025-12-09,present,0
696,17,2025-12-10,present,0
697,17,2025-12-11,present,0
698,17,2025-12-12,present,0
699,17,2025-12-15,present,0
700,17,2025-12-16,present,0
701,17,2025-12-17,present,0
702,17,2025-12-18,present,0
703,17,2025-12-19,present,0
704,17,2025-12-22,present,0
705,17,2025-12-23,present,0
706,17,2025-12-24,present,0
707,17,2025-12-25,present,0
708,17,2025-12-26,present,0
709,17,2025-12-29,present,0
710,17,2025-12-30,present,0
711,17,2025-12-31,present,0
712,17,2026-01-01,present,0
713,17,2026-01-02,present,0
714,17,2026-01-05,present,0
715,17,2026-01-06,present,0
716,17,2026-01-07,present,0
717,17,2026-01-08,present,0
718,17,2026-01-09,present,0
719,17,2026-01-12,present,0
720,17,2026-01-13,present,0
721,17,2026-01-14,present,0
722,17,2026-01-15,present,0
723,17,2026-01-16,present,0
724,17,2026-01-19,present,0
725,17,2026-01-20,present,0
726,17,2026-01-21,present,0
727,17,2026-01-22,present,0
728,17,2026-01-23,present,0
729,17,2026-01-26,present,0
730,17,2026-01-27,present,0
731,17,2026-01-28,present,0
732,18,2025-12-01,present,0
733,18,2025-12-02,present,0
734,18,2025-12-03,present,0
735,18,2025-12-04,present,0
736,18,2025-12-05,present,0
737,18,2025-12-08,present,0
738,18,2025-12-09,present,0
739,18,2025-12-10,present,0
740,18,2025-12-11,present,0
741,18,2025-12-12,present,0
742,18,2025-12-15,present,0
743,18,2025-12-16,present,0
744,18,2025-12-17,present,0
745,18,2025-12-18,present,0
746,18,2025-12-19,present,0
747,18,2025-12-22,present,0
748,18,2025-12-23,present,0
749,18,2025-12-24,present,0
750,18,2025-12-25,present,0
751,18,2025-12-26,present,0
752,18,2025-12-29,present,0
753,18,2025-12-30,present,0
754,18,2025-12-31,present,0
755,18,2026-01-01,present,0
756,18,2026-01-02,present,0
757,18,2026-01-05,present,0
758,18,2026-01-06,present,0
759,18,2026-01-07,present,0
760,18,2026-01-08,present,0
761,18,2026-01-09,present,0
762,18,2026-01-12,present,0
763,18,2026-01-13,present,0
764,18,2026-01-14,present,0
765,18,2026-01-15,present,0
766,18,2026-01-16,present,0
767,18,2026-01-19,present,0
768,18,2026-01-20,present,0
769,18,2026-01-21,present,0
770,18,2026-01-22,present,0
771,18,2026-01-23,present,0
772,18,2026-01-26,present,0
773,18,2026-01-27,present,0
774,18,2026-01-28,present,0
775,19,2025-12-01,present,0
776,19,2025-12-02,present,0
777,19,2025-12-03,present,0
778,19,2025-12-04,late,0
779,19,2025-12-05,present,0
780,19,2025-12-08,present,0
781,19,2025-12-09,present,0
782,19,2025-12-10,present,0
783,19,2025-12-11,present,0
784,19,2025-12-12,present,0
785,19,2025-12-15,present,0
786,19,2025-12-16,present,0
787,19,2025-12-17,present,0
788,19,2025-12-18,present,0
789,19,2025-12-19,present,0
790,19,2025-12-22,present,0
791,19,2025-12-23,present,0
792,19,2025-12-24,present,0
793,19,2025-12-25,late,0
794,19,2025-12-26,present,0
795,19,2025-12-29,present,0
796,19,2025-12-30,present,0
797,19,2025-12-31,present,0
798,19,2026-01-01,present,0
799,19,2026-01-02,present,0
800,19,2026-01-05,present,0
801,19,2026-01-06,present,0
802,19,2026-01-07,late,0
803,19,2026-01-08,present,0
804,19,2026-01-09,present,0
805,19,2026-01-12,present,0
806,19,2026-01-13,present,0
807,19,2026-01-14,present,0
808,19,2026-01-15,present,0
809,19,2026-01-16,present,0
810,19,2026-01-19,present,0
811,19,2026-01-20,present,0
812,19,2026-01-21,present,0
813,19,2026-01-22,present,0
814,19,2026-01-23,present,0
815,19,2026-01-26,present,0
816,19,2026-01-27,present,0
817,19,2026-01-28,late,0
818,20,2025-12-01,present,0
819,20,2025-12-02,present,0
820,20,2025-12-03,present,0
821,20,2025-12-04,present,0
822,20,2025-12-05,present,0
823,20,2025-12-08,present,0
824,20,2025-12-09,present,0
825,20,2025-12-10,present,0
826,20,2025-12-11,present,0
827,20,2025-12-12,present,0
828,20,2025-12-15,present,0
829,20,2025-12-16,present,0
830,20,2025-12-17,present,0
831,20,2025-12-18,present,0
832,20,2025-12-19,present,0
833,20,2025-12-22,present,0
834,20,2025-12-23,present,0
835,20,2025-12-24,present,0
836,20,2025-12-25,present,0
837,20,2025-12-26,present,0
838,20,2025-12-29,present,0
839,20,2025-12-30,present,0
840,20,2025-12-31,present,0
841,20,2026-01-01,present,0
842,20,2026-01-02,present,0
843,20,2026-01-05,present,0
844,20,2026-01-06,present,0
845,20,2026-01-07,present,0
846,20,2026-01-08,present,0
847,20,2026-01-09,present,0
848,20,2026-01-12,present,0
849,20,2026-01-13,late,0
850,20,2026-01-14,present,0
851,20,2026-01-15,present,0
852,20,2026-01-16,present,0
853,20,2026-01-19,present,0
854,20,2026-01-20,present,0
855,20,2026-01-21,present,0
856,20,2026-01-22,present,0
857,20,2026-01-23,present,0
858,20,2026-01-26,present,0
859,20,2026-01-27,present,0
860,20,2026-01-28,present,0
861,21,2025-12-01,present,0
862,21,2025-12-02,present,0
863,21,2025-12-03,present,0
864,21,2025-12-04,present,0
865,21,2025-12-05,present,0
866,21,2025-12-08,present,0
867,21,2025-12-09,present,0
868,21,2025-12-10,present,0
869,21,2025-12-11,present,0
870,21,2025-12-12,present,0
871,21,2025-12-15,present,0
872,21,2025-12-16,present,0
873,21,2025-12-17,present,0
874,21,2025-12-18,present,0
875,21,2025-12-19,present,0
876,21,2025-12-22,present,0
877,21,2025-12-23,present,0
878,21,2025-12-24,present,0
879,21,2025-12-25,present,0
880,21,2025-12-26,present,0
881,21,2025-12-29,present,0
882,21,2025-12-30,present,0
883,21,2025-12-31,present,0
884,21,2026-01-01,present,0
885,21,2026-01-02,present,0
886,21,2026-01-05,present,0
887,21,2026-01-06,present,0
888,21,2026-01-07,present,0
889,21,2026-01-08,present,0
890,21,2026-01-09,present,0
891,21,2026-01-12,present,0
892,21,2026-01-13,present,0
893,21,2026-01-14,present,0
894,21,2026-01-15,present,0
895,21,2026-01-16,present,0
896,21,2026-01-19,present,0
897,21,2026-01-20,present,0
898,21,2026-01-21,present,0
899,21,2026-01-22,present,0
900,21,2026-01-23,present,0
901,21,2026-01-26,present,0
902,21,2026-01-27,present,0
903,21,2026-01-28,present,0
904,22,2025-12-01,present,0
905,22,2025-12-02,present,0
906,22,2025-12-03,present,0
907,22,2025-12-04,present,0
908,22,2025-12-05,present,0
909,22,2025-12-08,present,0
910,22,2025-12-09,present,0
911,22,2025-12-10,present,0
912,22,2025-12-11,present,0
913,22,2025-12-12,present,0
914,22,2025-12-15,present,0
915,22,2025-12-16,present,0
916,22,2025-12-17,present,0
917,22,2025-12-18,present,0
918,22,2025-12-19,present,0
919,22,2025-12-22,present,0
920,22,2025-12-23,present,0
921,22,2025-12-24,late,0
922,22,2025-12-25,present,0
923,22,2025-12-26,present,0
924,22,2025-12-29,present,0
925,22,2025-12-30,present,0
