id,student_id,course_id,semester,grade_points,status,enrollment_date
163,33,12,Fall2024,,enrolled,2024-10-24
164,33,14,Fall2024,,enrolled,2024-10-24
165,33,6,Fall2024,3.7,completed,2024-10-24
166,34,13,Fall2024,,enrolled,2024-10-21
167,34,10,Fall2024,,enrolled,2024-10-21
168,34,18,Fall2024,,enrolled,2024-10-21
169,34,15,Fall2024,,enrolled,2024-10-21
170,34,12,Fall2024,3.3,completed,2024-10-21
171,34,14,Fall2024,4.0,completed,2024-10-21
172,35,2,Fall2024,,enrolled,2023-10-12
173,35,7,Fall2024,4.0,completed,2023-10-12
174,35,11,Fall2024,,enrolled,2023-10-12
175,35,10,Fall2024,,enrolled,2023-10-12
176,35,12,Fall2024,,enrolled,2023-10-12
177,36,8,Fall2024,,enrolled,2025-03-13
178,36,13,Fall2024,1.0,completed,2025-03-13
179,36,2,Fall2024,,enrolled,2025-03-13
180,36,6,Fall2024,,enrolled,2025-03-13
181,36,7,Fall2024,,enrolled,2025-03-13
182,37,13,Fall2024,,dropped,2024-08-12
183,37,6,Fall2024,4.0,completed,2024-08-12
184,37,12,Fall2024,,enrolled,2024-08-12
185,37,17,Fall2024,,enrolled,2024-08-12
186,38,12,Fall2024,,enrolled,2022-09-20
187,38,7,Fall2024,,enrolled,2022-09-20
188,38,1,Fall2024,3.0,completed,2022-09-20
189,38,4,Fall2024,4.0,completed,2022-09-20
190,38,3,Fall2024,,enrolled,2022-09-20
191,39,15,Fall2024,4.0,completed,2023-12-20
192,39,1,Fall2024,3.3,completed,2023-12-20
193,39,10,Fall2024,,enrolled,2023-12-20
194,39,5,Fall2024,,enrolled,2023-12-20
195,39,8,Fall2024,,enrolled,2023-12-20
196,40,6,Fall2024,,enrolled,2023-02-21
197,40,17,Fall2024,,enrolled,2023-02-21
198,40,11,Fall2024,,enrolled,2023-02-21
199,40,16,Fall2024,,enrolled,2023-02-21
200,40,15,Fall2024,,enrolled,2023-02-21
201,41,18,Fall2024,3.0,completed,2025-09-25
202,41,2,Fall2024,,dropped,2025-09-25
203,41,13,Fall2024,,enrolled,2025-09-25
204,41,8,Fall2024,3.3,completed,2025-09-25
205,42,10,Fall2024,,enrolled,2022-06-24
206,42,12,Fall2024,,enrolled,2022-06-24
207,42,2,Fall2024,,enrolled,2022-06-24
208,42,4,Fall2024,,enrolled,2022-06-24
209,42,16,Fall2024,2.0,completed,2022-06-24
210,43,13,Fall2024,,enrolled,2022-08-27
211,43,3,Fall2024,,enrolled,2022-08-27
212,43,1,Fall2024,,enrolled,2022-08-27
213,43,18,Fall2024,,enrolled,2022-08-27
214,44,10,Fall2024,2.3,completed,2023-11-10
215,44,8,Fall2024,,dropped,2023-11-10
216,44,13,Fall2024,3.7,completed,2023-11-10
217,44,7,Fall2024,,enrolled,2023-11-10
218,44,16,Fall2024,2.3,completed,2023-11-10
219,44,15,Fall2024,,enrolled,2023-11-10
220,45,15,Fall2024,2.7,completed,2023-01-12
221,45,4,Fall2024,4.0,completed,2023-01-12
222,45,18,Fall2024,,enrolled,2023-01-12
223,45,9,Fall2024,,enrolled,2023-01-12
224,45,3,Fall2024,0.0,completed,2023-01-12
225,45,10,Fall2024,,enrolled,2023-01-12
226,46,17,Fall2024,,enrolled,2022-03-08
227,46,4,Fall2024,,enrolled,2022-03-08
228,46,8,Fall2024,,enrolled,2022-03-08
229,46,10,Fall2024,3.0,completed,2022-03-08
230,46,15,Fall2024,,enrolled,2022-03-08
231,47,8,Fall2024,,enrolled,2022-03-05
232,47,13,Fall2024,,enrolled,2022-03-05
233,47,16,Fall2024,,enrolled,2022-03-05
234,47,12,Fall2024,,enrolled,2022-03-05
235,47,2,Fall2024,,enrolled,2022-03-05
236,48,12,Fall2024,,enrolled,2022-05-28
237,48,4,Fall2024,,enrolled,2022-05-28
238,48,18,Fall2024,1.7,completed,2022-05-28
239,48,9,Fall2024,,enrolled,2022-05-28
240,48,13,Fall2024,,dropped,2022-05-28
241,48,14,Fall2024,2.7,completed,2022-05-28
242,49,4,Fall2024,,enrolled,2024-05-08
243,49,1,Fall2024,,enrolled,2024-05-08
244,49,12,Fall2024,,enrolled,2024-05-08
245,49,16,Fall2024,2.7,completed,2024-05-08
246,49,8,Fall2024,,enrolled,2024-05-08
247,50,11,Fall2024,,enrolled,2023-06-15
248,50,13,Fall2024,,dropped,2023-06-15
249,50,15,Fall2024,,enrolled,2023-06-15
250,50,17,Fall2024,,enrolled,2023-06-15
251,50,14,Fall2024,,enrolled,2023-06-15
252,50,18,Fall2024,,enrolled,2023-06-15
253,51,14,Fall2024,,enrolled,2023-03-11
254,51,16,Fall2024,,enrolled,2023-03-11
255,51,1,Fall2024,,enrolled,2023-03-11
256,51,15,Fall2024,,enrolled,2023-03-11
257,52,18,Fall2024,,enrolled,2023-02-25
258,52,7,Fall2024,,enrolled,2023-02-25
259,52,14,Fall2024,,enrolled,2023-02-25
260,52,8,Fall2024,,enrolled,2023-02-25
261,53,7,Fall2024,,enrolled,2022-06-01
262,53,18,Fall2024,,enrolled,2022-06-01
263,53,5,Fall2024,,enrolled,2022-06-01
264,53,3,Fall2024,4.0,completed,2022-06-01
265,53,16,Fall2024,,enrolled,2022-06-01
266,54,11,Fall2024,,enrolled,2025-02-20
267,54,1,Fall2024,3.3,completed,2025-02-20
268,54,13,Fall2024,3.0,completed,2025-02-20
269,54,4,Fall2024,,enrolled,2025-02-20
270,55,8,Fall2024,2.0,completed,2022-12-22
271,55,17,Fall2024,,enrolled,2022-12-22
272,55,13,Fall2024,,enrolled,2022-12-22
273,55,4,Fall2024,,enrolled,2022-12-22
274,55,5,Fall2024,,enrolled,2022-12-22
275,55,1,Fall2024,3.0,completed,2022-12-22
276,56,16,Fall2024,,enrolled,2022-08-22
277,56,8,Fall2024,,enrolled,2022-08-22
278,56,18,Fall2024,3.0,completed,2022-08-22
279,56,5,Fall2024,,enrolled,2022-08-22
280,56,11,Fall2024,,enrolled,2022-08-22
281,56,3,Fall2024,,enrolled,2022-08-22
282,57,11,Fall2024,,enrolled,2025-11-21
283,57,12,Fall2024,,dropped,2025-11-21
284,57,13,Fall2024,,enrolled,2025-11-21
285,57,7,Fall2024,,enrolled,2025-11-21
286,58,14,Fall2024,,enrolled,2024-04-10
287,58,11,Fall2024,,enrolled,2024-04-10
288,58,8,Fall2024,,enrolled,2024-04-10
289,58,2,Fall2024,,enrolled,2024-04-10
290,58,3,Fall2024,3.7,completed,2024-04-10
291,58,15,Fall2024,,enrolled,2024-04-10
292,59,1,Fall2024,,enrolled,2024-08-24
293,59,13,Fall2024,,enrolled,2024-08-24
294,59,18,Fall2024,,enrolled,2024-08-24
295,59,10,Fall2024,3.0,completed,2024-08-24
296,59,7,Fall2024,,enrolled,2024-08-24
297,59,16,Fall2024,3.0,completed,2024-08-24
298,60,1,Fall2024,,enrolled,2025-07-08
299,60,7,Fall2024,,enrolled,2025-07-08
300,60,15,Fall2024,,enrolled,2025-07-08
301,60,18,Fall2024,,enrolled,2025-07-08
302,60,13,Fall2024,,dropped,2025-07-08
303,61,13,Fall2024,4.0,completed,2025-08-11
304,61,11,Fall2024,,dropped,2025-08-11
305,61,9,Fall2024,1.0,completed,2025-08-11
306,61,8,Fall2024,,enrolled,2025-08-11
307,62,16,Fall2024,,dropped,2025-04-12
308,62,15,Fall2024,3.0,completed,2025-04-12
309,62,11,Fall2024,3.7,completed,2025-04-12
310,62,14,Fall2024,,enrolled,2025-04-12
311,62,7,Fall2024,,enrolled,2025-04-12
312,62,6,Fall2024,,enrolled,2025-04-12
313,63,13,Fall2024,,enrolled,2022-12-01
314,63,10,Fall2024,,enrolled,2022-12-01
315,63,7,Fall2024,,enrolled,2022-12-01
316,63,15,Fall2024,,enrolled,2022-12-01
317,63,4,Fall2024,,dropped,2022-12-01
318,64,8,Fall2024,,enrolled,2023-01-15
319,64,7,Fall2024,,enrolled,2023-01-15
320,64,10,Fall2024,,enrolled,2023-01-15
321,64,1,Fall2024,,enrolled,2023-01-15
322,65,13,Fall2024,,enrolled,2024-10-23
323,65,4,Fall2024,,enrolled,2024-10-23
324,65,12,Fall2024,,enrolled,2024-10-23
325,65,5,Fall2024,,enrolled,2024-10-23
326,65,2,Fall2024,,enrolled,2024-10-23
327,66,11,Fall2024,2.7,completed,2024-04-01
328,66,14,Fall2024,,enrolled,2024-04-01
329,66,2,Fall2024,,enrolled,2024-04-01
330,66,9,Fall2024,,enrolled,2024-04-01
331,67,16,Fall2024,,dropped,2023-07-17
332,67,10,Fall2024,,enrolled,2023-07-17
333,67,8,Fall2024,2.7,completed,2023-07-17
334,67,3,Fall2024,3.7,completed,2023-07-17
335,67,14,Fall2024,,enrolled,2023-07-17
336,67,12,Fall2024,3.3,completed,2023-07-17
337,68,3,Fall2024,2.7,completed,2025-04-27
338,68,7,Fall2024,2.0,completed,2025-04-27
339,68,2,Fall2024,,enrolled,2025-04-27
340,68,1,Fall2024,,enrolled,2025-04-27
341,68,18,Fall2024,4.0,completed,2025-04-27
342,69,13,Fall2024,,enrolled,2025-08-21
343,69,1,Fall2024,2.3,completed,2025-08-21
344,69,7,Fall2024,,enrolled,2025-08-21
345,69,12,Fall2024,1.7,completed,2025-08-21
346,69,3,Fall2024,3.7,completed,2025-08-21
347,69,2,Fall2024,,enrolled,2025-08-21
348,70,7,Fall2024,,enrolled,2022-09-13
349,70,6,Fall2024,,enrolled,2022-09-13
350,70,3,Fall2024,,enrolled,2022-09-13
351,70,10,Fall2024,,enrolled,2022-09-13
352,71,12,Fall2024,,enrolled,2022-09-12
353,71,16,Fall2024,,enrolled,2022-09-12
354,71,3,Fall2024,,enrolled,2022-09-12
355,71,15,Fall2024,1.0,completed,2022-09-12
356,71,13,Fall2024,,enrolled,2022-09-12
357,72,11,Fall2024,,enrolled,2025-08-07
358,72,7,Fall2024,,dropped,2025-08-07
359,72,6,Fall2024,,enrolled,2025-08-07
360,72,18,Fall2024,,enrolled,2025-08-07
361,72,3,Fall2024,,enrolled,2025-08-07
362,73,12,Fall2024,,enrolled,2024-09-18
363,73,9,Fall2024,,enrolled,2024-09-18
364,73,15,Fall2024,,enrolled,2024-09-18
365,73,8,Fall2024,,enrolled,2024-09-18
366,73,5,Fall2024,,enrolled,2024-09-18
367,73,4,Fall2024,,enrolled,2024-09-18
368,74,8,Fall2024,,dropped,2024-02-23
369,74,2,Fall2024,1.0,completed,2024-02-23
370,74,13,Fall2024,,enrolled,2024-02-23
371,74,3,Fall2024,,enrolled,2024-02-23
372,75,5,Fall2024,,dropped,2024-06-08
373,75,9,Fall2024,3.0,completed,2024-06-08
374,75,6,Fall2024,3.7,completed,2024-06-08
375,75,10,Fall2024,,enrolled,2024-06-08
376,75,4,Fall2024,4.0,completed,2024-06-08
377,76,5,Fall2024,2.3,completed,2024-10-18
378,76,12,Fall2024,,enrolled,2024-10-18
379,76,15,Fall2024,2.7,completed,2024-10-18
380,76,9,Fall2024,,dropped,2024-10-18
381,77,2,Fall2024,,enrolled,2022-10-18
382,77,4,Fall2024,,enrolled,2022-10-18
383,77,6,Fall2024,0.0,completed,2022-10-18
384,77,10,Fall2024,3.7,completed,2022-10-18
385,77,14,Fall2024,,enrolled,2022-10-18
386,78,9,Fall2024,,enrolled,2024-08-20
387,78,18,Fall2024,3.0,completed,2024-08-20
388,78,7,Fall2024,2.3,completed,2024-08-20
389,78,14,Fall2024,,enrolled,2024-08-20
390,78,17,Fall2024,,enrolled,2024-08-20
391,79,9,Fall2024,,enrolled,2024-12-06
392,79,6,Fall2024,,enrolled,2024-12-06
393,79,8,Fall2024,,enrolled,2024-12-06
394,79,10,Fall2024,,enrolled,2024-12-06
395,79,15,Fall2024,,enrolled,2024-12-06
396,79,14,Fall2024,,enrolled,2024-12-06
397,80,17,Fall2024,3.3,completed,2022-04-21
398,80,7,Fall2024,3.0,completed,2022-04-21
399,80,1,Fall2024,4.0,completed,2022-04-21
400,80,10,Fall2024,3.0,completed,2022-04-21
401,81,12,Fall2024,,enrolled,2023-08-16
402,81,5,Fall2024,,enrolled,2023-08-16
403,81,4,Fall2024,,enrolled,2023-08-16
404,81,11,Fall2024,0.0,completed,2023-08-16
405,81,15,Fall2024,,enrolled,2023-08-16
406,82,3,Fall2024,,enrolled,2025-09-11
407,82,16,Fall2024,,dropped,2025-09-11
408,82,9,Fall2024,,enrolled,2025-09-11
409,82,14,Fall2024,,enrolled,2025-09-11
410,82,8,Fall2024,,enrolled,2025-09-11
411,82,12,Fall2024,4.0,completed,2025-09-11
412,83,17,Fall2024,,enrolled,2025-08-28
413,83,18,Fall2024,,enrolled,2025-08-28
414,83,13,Fall2024,,enrolled,2025-08-28
415,83,3,Fall2024,3.0,completed,2025-08-28
416,84,8,Fall2024,2.0,completed,2025-05-21
417,84,13,Fall2024,,enrolled,2025-05-21
418,84,7,Fall2024,4.0,completed,2025-05-21
419,84,18,Fall2024,3.7,completed,2025-05-21
420,85,12,Fall2024,,enrolled,2024-12-06
421,85,10,Fall2024,,enrolled,2024-12-06
422,85,16,Fall2024,,enrolled,2024-12-06
423,85,17,Fall2024,3.7,completed,2024-12-06
424,85,5,Fall2024,,enrolled,2024-12-06
425,86,7,Fall2024,,enrolled,2025-03-18
426,86,14,Fall2024,,enrolled,2025-03-18
427,86,13,Fall2024,4.0,completed,2025-03-18
428,86,6,Fall2024,,enrolled,2025-03-18
429,86,12,Fall2024,3.7,completed,2025-03-18
430,86,5,Fall2024,4.0,completed,2025-03-18
431,87,16,Fall2024,,enrolled,2024-06-08
432,87,14,Fall2024,2.7,completed,2024-06-08
433,87,1,Fall2024,,enrolled,2024-06-08
434,87,15,Fall2024,,enrolled,2024-06-08
435,87,4,Fall2024,,enrolled,2024-06-08
436,87,18,Fall2024,4.0,completed,2024-06-08
437,88,6,Fall2024,,enrolled,2025-07-29
438,88,16,Fall2024,,enrolled,2025-07-29
439,88,4,Fall2024,,enrolled,2025-07-29
440,88,2,Fall2024,,enrolled,2025-07-29
441,89,4,Fall2024,,enrolled,2025-09-18
442,89,13,Fall2024,,enrolled,2025-09-18
443,89,6,Fall2024,,enrolled,2025-09-18
444,89,3,Fall2024,,enrolled,2025-09-18
445,89,8,Fall2024,,enrolled,2025-09-18
446,90,10,Fall2024,,enrolled,2025-06-22
447,90,5,Fall2024,2.3,completed,2025-06-22
448,90,1,Fall2024,,enrolled,2025-06-22
449,90,6,Fall2024,,enrolled,2025-06-22
450,91,15,Fall2024,,enrolled,2025-01-24
451,91,16,Fall2024,,enrolled,2025-01-24
452,91,14,Fall2024,,enrolled,2025-01-24
453,91,6,Fall2024,1.7,completed,2025-01-24
454,91,10,Fall2024,,enrolled,2025-01-24
455,91,1,Fall2024,,enrolled,2025-01-24
456,92,4,Fall2024,2.7,completed,2023-04-20
457,92,17,Fall2024,,enrolled,2023-04-20
458,92,11,Fall2024,,enrolled,2023-04-20
459,92,9,Fall2024,4.0,completed,2023-04-20
460,92,8,Fall2024,2.0,completed,2023-04-20
461,92,5,Fall2024,,enrolled,2023-04-20
462,93,3,Fall2024,,enrolled,2025-09-01
463,93,10,Fall2024,,enrolled,2025-09-01
464,93,12,Fall2024,,enrolled,2025-09-01
465,93,18,Fall2024,,enrolled,2025-09-01
466,93,16,Fall2024,,enrolled,2025-09-01
467,94,11,Fall2024,4.0,completed,2025-12-26
468,94,12,Fall2024,,enrolled,2025-12-26
469,94,6,Fall2024,,enrolled,2025-12-26
470,94,18,Fall2024,3.3,completed,2025-12-26
471,94,7,Fall2024,,enrolled,2025-12-26
472,94,10,Fall2024,,enrolled,2025-12-26
473,95,17,Fall2024,,dropped,2023-06-13
474,95,18,Fall2024,,enrolled,2023-06-13
475,95,1,Fall2024,,enrolled,2023-06-13
476,95,2,Fall2024,,enrolled,2023-06-13
477,95,3,Fall2024,3.0,completed,2023-06-13
478,95,15,Fall2024,3.0,completed,2023-06-13
479,96,16,Fall2024,,enrolled,2022-02-03
480,96,14,Fall2024,,enrolled,2022-02-03
481,96,10,Fall2024,,enrolled,2022-02-03
482,96,18,Fall2024,,enrolled,2022-02-03
483,96,12,Fall2024,,enrolled,2022-02-03
484,96,15,Fall2024,,enrolled,2022-02-03
485,97,12,Fall2024,,dropped,2025-02-16
486,97,8,Fall2024,,enrolled,2025-02-16
487,97,10,Fall2024,,enrolled,2025-02-16
488,97,15,Fall2024,3.3,completed,2025-02-16
489,97,14,Fall2024,,enrolled,2025-02-16
490,97,2,Fall2024,,enrolled,2025-02-16
491,98,12,Fall2024,,enrolled,2024-10-11
492,98,10,Fall2024,4.0,completed,2024-10-11
493,98,7,Fall2024,,enrolled,2024-10-11
494,98,1,Fall2024,,enrolled,2024-10-11
495,98,15,Fall2024,,enrolled,2024-10-11
496,98,2,Fall2024,,enrolled,2024-10-11
497,99,1,Fall2024,,enrolled,2024-03-28
498,99,13,Fall2024,,enrolled,2024-03-28
499,99,6,Fall2024,3.3,completed,2024-03-28
500,99,7,Fall2024,3.3,completed,2024-03-28
501,99,4,Fall2024,,enrolled,2024-03-28
502,99,15,Fall2024,,enrolled,2024-03-28
503,100,4,Fall2024,,enrolled,2022-09-21
504,100,17,Fall2024,3.0,completed,2022-09-21
505,100,9,Fall2024,,dropped,2022-09-21
506,100,3,Fall2024,3.0,completed,2022-09-21
507,101,17,Fall2024,,enrolled,2025-09-05
508,101,7,Fall2024,,enrolled,2025-09-05
509,101,15,Fall2024,,enrolled,2025-09-05
510,101,5,Fall2024,,enrolled,2025-09-05
511,101,9,Fall2024,,enrolled,2025-09-05
512,101,12,Fall2024,2.7,completed,2025-09-05
513,102,12,Fall2024,,enrolled,2024-12-15
514,102,14,Fall2024,,enrolled,2024-12-15
515,102,17,Fall2024,3.0,completed,2024-12-15
516,102,8,Fall2024,,enrolled,2024-12-15
517,103,8,Fall2024,,enrolled,2022-03-19
518,103,9,Fall2024,4.0,completed,2022-03-19
519,103,15,Fall2024,,enrolled,2022-03-19
520,103,1,Fall2024,,enrolled,2022-03-19
521,104,5,Fall2024,3.7,completed,2025-04-29
522,104,1,Fall2024,,enrolled,2025-04-29
523,104,10,Fall2024,,enrolled,2025-04-29
524,104,11,Fall2024,,enrolled,2025-04-29
525,104,16,Fall2024,4.0,completed,2025-04-29
526,105,8,Fall2024,,dropped,2022-10-02
527,105,5,Fall2024,,enrolled,2022-10-02
528,105,15,Fall2024,,enrolled,2022-10-02
529,105,7,Fall2024,1.7,completed,2022-10-02
530,105,3,Fall2024,,enrolled,2022-10-02
531,106,10,Fall2024,,enrolled,2022-07-11
532,106,13,Fall2024,,enrolled,2022-07-11
533,106,5,Fall2024,,enrolled,2022-07-11
534,106,2,Fall2024,3.7,completed,2022-07-11
535,107,6,Fall2024,1.0,completed,2022-04-24
536,107,15,Fall2024,,enrolled,2022-04-24
537,107,16,Fall2024,,dropped,2022-04-24
538,107,11,Fall2024,,enrolled,2022-04-24
539,107,17,Fall2024,3.3,completed,2022-04-24
540,108,2,Fall2024,3.0,completed,2024-07-14
541,108,13,Fall2024,,enrolled,2024-07-14
542,108,9,Fall2024,,enrolled,2024-07-14
543,108,7,Fall2024,,enrolled,2024-07-14
544,108,10,Fall2024,,enrolled,2024-07-14
545,108,18,Fall2024,,enrolled,2024-07-14
546,109,14,Fall2024,,dropped,2024-08-29
547,109,10,Fall2024,,enrolled,2024-08-29
548,109,12,Fall2024,,enrolled,2024-08-29
549,109,5,Fall2024,,enrolled,2024-08-29
550,109,7,Fall2024,,enrolled,2024-08-29
551,109,17,Fall2024,3.3,completed,2024-08-29
552,110,9,Fall2024,3.7,completed,2025-04-06
553,110,10,Fall2024,,enrolled,2025-04-06
